MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.44,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1367197648/ome_zarr_conversion/1367197648.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/736172_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/736172_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1367197648/1367197648.quantification.zip,Vip,"strong, dense, GABAergic; strong, dense, L1; weak, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.45,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1275829743/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/681258_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/681258_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1275829743/1275829743.quantification.zip,Sst_Chodl,"strong, sparse, GABAergic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,38,0,0
MMS.training.46,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1329442400/ome_zarr_conversion/1329442400.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/708294_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/708294_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1329442400/1329442400.quantification.zip,L6b,"strong, dense, L6b_Glutamatergic",0,0,0,0,0,1,0,2,1,7,4,17,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0
MMS.training.47,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1118507920/ome_zarr_conversion/1118507920.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/584587_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/584587_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1118507920/1118507920.quantification.zip,Vip,"weak, sparse, GABAergic; weak, sparse, L1",0,2,0,0,1,4,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,34
MMS.training.48,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1335812880/ome_zarr_conversion/1335812880.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/710224_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/710224_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1335812880/1335812880.quantification.zip,L2-3_IT,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic; strong, sparse, L6_Glutamatergic; weak, sparse, L5_Glutamatergic; weak, sparse, L6_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.49,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1332850299/ome_zarr_conversion/1332850299.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/717250_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/717250_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1332850299/1332850299.quantification.zip,Pvalb,"[not assessed], dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,14,0,0
MMS.training.50,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1187430212/ome_zarr_conversion/1187430212.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/623000_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/623000_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1187430212/1187430212.quantification.zip,L5_ET,"weak, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.51,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1120606751/ome_zarr_conversion/1120606751.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579529_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579529_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1120606751/1120606751.quantification.zip,Pvalb_ChC,"strong, sparse, GABAergic; weak, sparse, GABAergic",0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,3,25,0,0,0,2,0,0
MMS.training.52,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1144813990/ome_zarr_conversion/1144813990.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/604709_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/604709_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1144813990/1144813990.quantification.zip,L6_IT_Car3,"[not assessed], sparse, L6_Glutamatergic",0,0,50,4,0,1,0,0,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0
MMS.training.53,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1269598853/ome_zarr_conversion/1269598853.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/676098_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/676098_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1269598853/1269598853.quantification.zip,L6_IT_Car3,"strong, sparse, L6b_Glutamatergic; weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.54,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1125628029/ome_zarr_conversion/1125628029.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/579923_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/579923_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1125628029/1125628029.quantification.zip,Pvalb_ChC,"strong, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.55,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1348106088/ome_zarr_conversion/1348106088.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/732240_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/732240_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1348106088/1348106088.quantification.zip,Sst,"strong, dense, GABAergic",0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,85,0,0
MMS.training.56,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1220291450/ome_zarr_conversion/1220291450.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/647377_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/647377_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1220291450/1220291450.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.57,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1270842849/ome_zarr_conversion/1270842849.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/669027_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/669027_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1270842849/1270842849.quantification.zip,L4_IT,"strong, sparse, L5_Glutamatergic; weak, dense, L23_Glutamatergic; weak, dense, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.58,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1373958975/ome_zarr_conversion/1373958975.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/740053_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/740053_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1373958975/1373958975.quantification.zip,L4_IT,"weak, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.59,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/961724829/ome_zarr_conversion/961724829.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/460986_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/460986_STPT.json,,,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic; strong, dense, L6_Glutamatergic",0,0,0,0,14,0,0,33,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MMS.training.60,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1161875095/ome_zarr_conversion/1161875095.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/615683_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/615683_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1161875095/1161875095.quantification.zip,OPC,"strong, sparse, GABAergic",0,0,0,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,0
MMS.training.61,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1125420580/ome_zarr_conversion/1125420580.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/581943_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/581943_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1125420580/1125420580.quantification.zip,L4_IT,"[not assessed], [not assessed], Neuron; strong, dense, L23_Glutamatergic; strong, dense, L4_Glutamatergic; strong, dense, L5_Glutamatergic",0,0,1,0,27,19,46,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MMS.training.62,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1329442699/ome_zarr_conversion/1329442699.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/705638_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/705638_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1329442699/1329442699.quantification.zip,L5_ET,"[not assessed], sparse, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.63,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1181680278/ome_zarr_conversion/1181680278.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622133_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622133_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1181680278/1181680278.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.64,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1104387644/ome_zarr_conversion/1104387644.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/571305_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/571305_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1104387644/1104387644.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; strong, sparse, GABAergic; weak, sparse, L5_Glutamatergic; weak, sparse, Neuron",0,0,0,0,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0
MMS.training.65,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1289102409/ome_zarr_conversion/1289102409.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/691378_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/691378_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1289102409/1289102409.quantification.zip,L4_IT,"strong, dense, GABAergic; strong, dense, Neuron; strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.66,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/866163001/ome_zarr_conversion/866163001.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/438973_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/438973_STPT.json,,,"strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.67,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1379535776/ome_zarr_conversion/1379535776.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/741283_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/741283_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1379535776/1379535776.quantification.zip,L5-6_NP,"strong, dense, L6_Glutamatergic",0,0,0,0,0,30,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.68,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1252291826/ome_zarr_conversion/1252291826.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/662292_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/662292_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1252291826/1252291826.quantification.zip,Sncg,"strong, dense, GABAergic",0,4,0,0,2,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,6,0,8,0,15
MMS.training.69,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1219335258/ome_zarr_conversion/1219335258.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/647371_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/647371_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1219335258/1219335258.quantification.zip,Pvalb_ChC,"strong, dense, GABAergic",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,2,0,0,1,1,0,0
MMS.training.70,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1388901775/ome_zarr_conversion/1388901775.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/750164_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/750164_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1388901775/1388901775.quantification.zip,L6b,"weak, sparse, Astro; weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.71,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1371964828/ome_zarr_conversion/1371964828.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/738803_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/738803_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1371964828/1371964828.quantification.zip,Sncg,"weak, sparse, L1; weak, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.72,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1196174287/ome_zarr_conversion/1196174287.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634487_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634487_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1196174287/1196174287.quantification.zip,Astro,"weak, dense, Astro",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.73,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1212532949/ome_zarr_conversion/1212532949.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/639175_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/639175_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1212532949/1212532949.quantification.zip,Vip,"strong, dense, GABAergic; strong, dense, L1",0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,19,0,2
MMS.training.74,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1220557715/ome_zarr_conversion/1220557715.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/647374_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/647374_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1220557715/1220557715.quantification.zip,L5_ET,"weak, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.75,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1128402111/ome_zarr_conversion/1128402111.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/588181_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/588181_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1128402111/1128402111.quantification.zip,L4_IT,"weak, dense, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.76,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1297153200/ome_zarr_conversion/1297153200.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/694547_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/694547_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1297153200/1297153200.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.77,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1387095447/ome_zarr_conversion/1387095447.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/745987_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/745987_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1387095447/1387095447.quantification.zip,,"strong, sparse, L23_Glutamatergic; strong, sparse, L4_Glutamatergic; strong, sparse, L5_Glutamatergic; strong, sparse, L6_Glutamatergic; strong, sparse, Neuron",0,0,0,0,4,34,16,2,0,5,16,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,8
MMS.training.78,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1284040453/ome_zarr_conversion/1284040453.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/685870_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/685870_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1284040453/1284040453.quantification.zip,Sst_Chodl,"strong, dense, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,42,0,0
MMS.training.79,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1328531685/ome_zarr_conversion/1328531685.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/708275_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/708275_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1328531685/1328531685.quantification.zip,Pvalb,"weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.80,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1196174583/ome_zarr_conversion/1196174583.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634493_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634493_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1196174583/1196174583.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.81,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1199425658/ome_zarr_conversion/1199425658.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/637260_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/637260_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1199425658/1199425658.quantification.zip,Oligo,"strong, dense, Oligo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
MMS.training.82,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1377175755/ome_zarr_conversion/1377175755.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/731678_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/731678_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1377175755/1377175755.quantification.zip,,"strong, sparse, Neuron",0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.83,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1252071263/ome_zarr_conversion/1252071263.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/657472_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/657472_STPT.json,,,"strong, dense, L6b_Glutamatergic; strong, sparse, L6b_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.84,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1282951238/ome_zarr_conversion/1282951238.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/682269_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/682269_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1282951238/1282951238.quantification.zip,L4_IT,"strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.85,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1182837942/ome_zarr_conversion/1182837942.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/629427_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/629427_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1182837942/1182837942.quantification.zip,Pvalb,"strong, dense, GABAergic; strong, dense, Neuron",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,0,0,0,2,100,0,0
MMS.training.86,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1278975510/ome_zarr_conversion/1278975510.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/681757_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/681757_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1278975510/1278975510.quantification.zip,L6_IT_Car3,"strong, sparse, L6b_Glutamatergic; weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
